Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Capital Gains
2014-10-21 00:00:00-04:00,86.60433568833022,87.52575145078302,86.36946230102777,87.51671600341797,562600,0.0,0.0,0.0
2014-10-22 00:00:00-04:00,87.62513996149833,87.95034721787236,86.81212182056328,86.85729217529297,434700,0.0,0.0,0.0
2014-10-23 00:00:00-04:00,87.76062742692973,88.72721356269405,87.62512328056465,88.2394027709961,371800,0.0,0.0,0.0
2014-10-24 00:00:00-04:00,88.64589015490861,89.01626761961595,88.11291601831117,88.92593383789062,326300,0.0,0.0,0.0
2014-10-27 00:00:00-04:00,88.70917239813436,89.15181988408116,88.43817090660578,88.91694641113281,342300,0.0,0.0,0.0
2014-10-28 00:00:00-04:00,89.18793166223467,90.38035583496094,89.17889621391838,90.38035583496094,277700,0.0,0.0,0.0
2014-10-29 00:00:00-04:00,90.19966317443942,90.50680632712601,89.60345465408801,90.13642883300781,332200,0.0,0.0,0.0
2014-10-30 00:00:00-04:00,89.91962545992757,90.67843754950084,89.72992243753426,90.50680541992188,194300,0.0,0.0,0.0
2014-10-31 00:00:00-04:00,91.7082817809877,92.1780286281417,91.66311832124123,92.13285827636719,273900,0.0,0.0,0.0
2014-11-03 00:00:00-05:00,92.39482253495747,92.76520008727854,92.13284968156565,92.50322723388672,362000,0.0,0.0,0.0
2014-11-04 00:00:00-05:00,92.5122455035857,92.80131775502635,91.98829989409137,92.56644439697266,232600,0.0,0.0,0.0
2014-11-05 00:00:00-05:00,93.14464215556646,93.14464215556646,92.4219576677549,92.7652359008789,306600,0.0,0.0,0.0
2014-11-06 00:00:00-05:00,92.62970169212375,92.86457510838385,92.25029556033824,92.84650421142578,360300,0.0,0.0,0.0
2014-11-07 00:00:00-05:00,92.95489588719357,92.9729598895917,92.33158097804173,92.83745574951172,511200,0.0,0.0,0.0
2014-11-10 00:00:00-05:00,92.9368237396604,93.25300235959281,92.69292180442653,93.15363311767578,192800,0.0,0.0,0.0
2014-11-11 00:00:00-05:00,93.14461354987323,93.26204681396484,92.89167612442795,93.26204681396484,173300,0.0,0.0,0.0
2014-11-12 00:00:00-05:00,93.08138667948347,93.60533246977387,92.85554868974056,93.5149917602539,203600,0.0,0.0,0.0
2014-11-13 00:00:00-05:00,93.74985086674803,94.20152677718103,93.4878780116536,93.8221206665039,263600,0.0,0.0,0.0
2014-11-14 00:00:00-05:00,93.94858550918313,94.48155975341797,93.76791790924557,94.48155975341797,192500,0.0,0.0,0.0
2014-11-17 00:00:00-05:00,94.3641413997442,94.51770957313737,93.74986181414334,94.1473388671875,246000,0.0,0.0,0.0
2014-11-18 00:00:00-05:00,94.22863714758178,94.82485272661144,94.16540278847515,94.68031311035156,247200,0.0,0.0,0.0
2014-11-19 00:00:00-05:00,94.76158843180775,94.76158843180775,93.46979531068948,94.00276947021484,320200,0.0,0.0,0.0
2014-11-20 00:00:00-05:00,93.54207925731427,94.6260986328125,93.54207925731427,94.6260986328125,189100,0.0,0.0,0.0
2014-11-21 00:00:00-05:00,95.47525127030288,95.57462051687872,94.54480004511728,94.85193634033203,336200,0.0,0.0,0.0
2014-11-24 00:00:00-05:00,95.05972044636121,95.61075874717105,94.99648609105334,95.57463073730469,271800,0.0,0.0,0.0
2014-11-25 00:00:00-05:00,95.82755857674037,96.0714605251036,95.58364973635,95.63785552978516,249000,0.0,0.0,0.0
2014-11-26 00:00:00-05:00,95.71915707756021,96.50507563435073,95.65592272646401,96.46894073486328,327900,0.0,0.0,0.0
2014-11-28 00:00:00-05:00,96.59541472678579,97.0019203072327,96.36054131326897,96.73091888427734,135600,0.0,0.0,0.0
2014-12-01 00:00:00-05:00,96.50505804214454,96.57732782794515,95.15003057250036,95.54750061035156,310900,0.0,0.0,0.0
2014-12-02 00:00:00-05:00,95.5655825240009,96.01725839930556,95.24941078969303,95.87271881103516,363000,0.0,0.0,0.0
2014-12-03 00:00:00-05:00,95.95402688060898,96.58637036786253,95.75528838689297,96.36956787109375,214800,0.0,0.0,0.0
2014-12-04 00:00:00-05:00,96.36052511651893,96.71283173156289,96.11662318765258,96.42375946044922,231400,0.0,0.0,0.0
2014-12-05 00:00:00-05:00,96.63154658529112,96.72188039009825,96.26116902594606,96.45990753173828,306200,0.0,0.0,0.0
2014-12-08 00:00:00-05:00,96.19794739457153,96.38765047736106,94.77968510626343,95.17716217041016,363100,0.0,0.0,0.0
2014-12-09 00:00:00-05:00,94.02086297644736,95.80046723832871,93.8040535684018,95.71916198730469,365800,0.0,0.0,0.0
2014-12-10 00:00:00-05:00,95.71012380197936,95.81852850290214,94.01182483968759,94.15636444091797,543600,0.0,0.0,0.0
2014-12-11 00:00:00-05:00,94.40028576358884,95.67401541555853,94.40028576358884,94.6170883178711,277300,0.0,0.0,0.0
2014-12-12 00:00:00-05:00,93.81308160538292,94.49059544493844,93.16266721668526,93.18977355957031,334500,0.0,0.0,0.0
2014-12-15 00:00:00-05:00,93.7769322961222,94.29184245937667,92.2322018063588,92.56644439697266,544400,0.0,0.0,0.0
2014-12-16 00:00:00-05:00,92.15994688842486,93.46077567578025,91.30176544189453,91.30176544189453,585700,0.0,0.0,0.0
2014-12-17 00:00:00-05:00,91.5998724863124,93.39754061083212,91.4734037876242,93.18977355957031,301400,0.0,0.0,0.0
2014-12-18 00:00:00-05:00,93.71370037161284,94.80675506591797,93.46979845305975,94.80675506591797,609600,0.0,0.0,0.0
2014-12-19 00:00:00-05:00,94.87905240820125,95.39396273426465,94.61707952062117,94.96035766601562,280900,0.0,0.0,0.0
2014-12-22 00:00:00-05:00,95.41204073381228,95.97211456298828,95.26750110561923,95.97211456298828,367400,0.0,0.0,0.0
2014-12-23 00:00:00-05:00,96.30636237966041,96.58639930906496,96.19795765278002,96.20699310302734,319600,0.0,0.0,0.0
2014-12-24 00:00:00-05:00,96.49606548267923,96.54123584188667,96.18892909456187,96.20699310302734,270700,0.0,0.0,0.0
2014-12-26 00:00:00-05:00,96.45990351735263,96.83028106128363,96.36956971630492,96.55927276611328,196800,0.0,0.0,0.0
2014-12-29 00:00:00-05:00,96.5683282380088,96.5683282380088,96.02631842730544,96.03534698486328,590100,0.0,0.0,0.0
2014-12-30 00:00:00-05:00,95.91790269916221,96.04437141074297,95.3036231463294,95.43009185791016,219900,0.0,0.0,0.0
2014-12-31 00:00:00-05:00,95.71010033786273,95.91787424068703,94.37314381438524,94.3821792602539,313200,0.0,0.0,0.0
2015-01-02 00:00:00-05:00,94.87903876605941,95.2403808656637,93.5330465093614,94.16539001464844,328000,0.0,0.0,0.0
2015-01-05 00:00:00-05:00,93.76793147704043,93.8130949375462,92.31353434340873,92.54840087890625,566100,0.0,0.0,0.0
2015-01-06 00:00:00-05:00,92.74713499928946,92.86457515349046,90.85009744741267,91.35597229003906,486200,0.0,0.0,0.0
2015-01-07 00:00:00-05:00,92.02445837211741,92.40386450711695,91.5005126283402,92.16899108886719,385100,0.0,0.0,0.0
2015-01-08 00:00:00-05:00,92.89165371084906,94.48154768489182,92.88261826439818,94.2466812133789,703200,0.0,0.0,0.0
2015-01-09 00:00:00-05:00,94.69835409267718,94.80675187860041,93.28009229329776,94.00276947021484,422900,0.0,0.0,0.0
2015-01-12 00:00:00-05:00,94.28282389203005,94.28282389203005,92.49418440851224,92.81035614013672,384100,0.0,0.0,0.0
2015-01-13 00:00:00-05:00,93.59630299490762,94.84292629673341,91.9973660659276,92.79232025146484,459300,0.0,0.0,0.0
2015-01-14 00:00:00-05:00,92.00636271364341,92.70194733263678,91.32884898689784,92.2322006225586,496500,0.0,0.0,0.0
2015-01-15 00:00:00-05:00,92.60261789538774,92.72908662736545,90.72364403167744,90.82301330566406,427600,0.0,0.0,0.0
2015-01-16 00:00:00-05:00,90.56101883189783,91.82571274261907,90.45261413371234,91.7173080444336,478700,0.0,0.0,0.0
2015-01-20 00:00:00-05:00,92.30450036537071,92.63874306017465,91.23854481364893,92.40386962890625,781800,0.0,0.0,0.0
2015-01-21 00:00:00-05:00,92.07864662623165,93.06329675200449,91.65407018960406,92.57549285888672,345800,0.0,0.0,0.0
2015-01-22 00:00:00-05:00,93.01812287245151,94.40024982943093,92.0967003064477,94.3279800415039,580200,0.0,0.0,0.0
2015-01-23 00:00:00-05:00,94.28282951755921,94.96034336519092,94.02988522514048,94.5899658203125,493200,0.0,0.0,0.0
2015-01-26 00:00:00-05:00,94.5899504412962,94.5899504412962,93.89437270331094,94.3099136352539,415900,0.0,0.0,0.0
2015-01-27 00:00:00-05:00,92.7742264602189,92.7742264602189,91.13012647129439,91.58180236816406,606000,0.0,0.0,0.0
2015-01-28 00:00:00-05:00,93.27107663615436,93.44271568965034,91.42823807218366,91.45533752441406,482200,0.0,0.0,0.0
2015-01-29 00:00:00-05:00,91.38309922428017,92.50325386762356,90.6604148073964,92.34968566894531,691000,0.0,0.0,0.0
2015-01-30 00:00:00-05:00,92.01542440544699,92.61163307118693,90.95850434434345,91.06690216064453,425600,0.0,0.0,0.0
2015-02-02 00:00:00-05:00,91.2385471304354,91.93412510081849,89.81124939252592,91.86186218261719,3656600,0.0,0.0,0.0
2015-02-03 00:00:00-05:00,92.15091506642183,93.03619593263834,91.9792760263887,93.00006103515625,462800,0.0,0.0,0.0
2015-02-04 00:00:00-05:00,93.00911100962439,93.76793019121403,92.90974174903494,93.14461517333984,404900,0.0,0.0,0.0
2015-02-05 00:00:00-05:00,93.6414560939716,94.12926002806434,93.34334832933784,94.09313201904297,335500,0.0,0.0,0.0
2015-02-06 00:00:00-05:00,94.39123613992619,94.65320901252616,93.43368535127162,93.7137222290039,365700,0.0,0.0,0.0
2015-02-09 00:00:00-05:00,93.4607675701913,93.95761377005704,93.34333432841696,93.49690246582031,316900,0.0,0.0,0.0
2015-02-10 00:00:00-05:00,94.2196007444983,95.023583339915,93.79502427212657,94.90614318847656,323400,0.0,0.0,0.0
2015-02-11 00:00:00-05:00,95.01455467709691,95.52946499286669,94.85195105674707,95.30362701416016,278600,0.0,0.0,0.0
2015-02-12 00:00:00-05:00,96.06241886979477,96.8573727965524,96.01725541888234,96.81220245361328,337500,0.0,0.0,0.0
2015-02-13 00:00:00-05:00,97.19163202258895,97.59814453125,96.91159512633214,97.59814453125,310300,0.0,0.0,0.0
2015-02-17 00:00:00-05:00,97.61621109066117,97.72461580754504,97.33617418708019,97.643310546875,317500,0.0,0.0,0.0
2015-02-18 00:00:00-05:00,97.56200174062074,97.85107406268962,97.38133412383812,97.823974609375,255700,0.0,0.0,0.0
2015-02-19 00:00:00-05:00,97.66135723060506,98.2937006922336,97.54392398545313,98.21240234375,231300,0.0,0.0,0.0
2015-02-20 00:00:00-05:00,98.28467114000392,98.87184425183358,97.73362603244924,98.8357162475586,253400,0.0,0.0,0.0
2015-02-23 00:00:00-05:00,98.79958135125686,98.8357162475586,98.29369969505929,98.8357162475586,359400,0.0,0.0,0.0
2015-02-24 00:00:00-05:00,98.84476219883264,99.2422392360791,98.30275244296888,99.07963562011719,305200,0.0,0.0,0.0
2015-02-25 00:00:00-05:00,98.89894525528125,98.95314415079524,98.31176528311626,98.57373809814453,355300,0.0,0.0,0.0
2015-02-26 00:00:00-05:00,98.78151623455794,99.24222757431741,98.58277773928808,99.17899322509766,342800,0.0,0.0,0.0
2015-02-27 00:00:00-05:00,99.16995478147683,99.24222457612385,98.5737462057064,98.65504455566406,818900,0.0,0.0,0.0
2015-03-02 00:00:00-05:00,98.76347118567979,99.63068823799547,98.66410191897428,99.58551788330078,546700,0.0,0.0,0.0
2015-03-03 00:00:00-05:00,99.41387299475134,99.41387299475134,98.4111518985085,98.81765747070312,389400,0.0,0.0,0.0
2015-03-04 00:00:00-05:00,98.57373912032864,98.67310835781898,97.89622535127256,98.4833984375,1405200,0.0,0.0,0.0
2015-03-05 00:00:00-05:00,98.47437270320869,98.73634552845661,98.09495974373054,98.44727325439453,342300,0.0,0.0,0.0
2015-03-06 00:00:00-05:00,98.53763377608239,98.60086813780994,97.14647092604784,97.33617401123047,342600,0.0,0.0,0.0
2015-03-09 00:00:00-04:00,97.6884844962227,98.1401604951481,97.32714231867662,97.74268341064453,328000,0.0,0.0,0.0
2015-03-10 00:00:00-04:00,97.09225113873889,97.13741459196062,95.78238693882172,95.80948638916016,393600,0.0,0.0,0.0
2015-03-11 00:00:00-04:00,95.86369759178612,96.09856410265839,95.19521228291983,95.28555297851562,351900,0.0,0.0,0.0
2015-03-12 00:00:00-04:00,95.05972049755744,95.89983801397324,94.96035124030186,95.85466766357422,363800,0.0,0.0,0.0
2015-03-13 00:00:00-04:00,95.66496721596128,95.95403954715474,94.78871477364824,95.36685943603516,283200,0.0,0.0,0.0
2015-03-16 00:00:00-04:00,95.64687469418345,96.53216238507902,95.57461179674365,96.51409149169922,331500,0.0,0.0,0.0
2015-03-17 00:00:00-04:00,96.37860547977522,96.79414647957786,96.08953318025915,96.61347198486328,268200,0.0,0.0,0.0
2015-03-18 00:00:00-04:00,96.42378825539353,98.14919384250355,96.10761644132403,97.77881622314453,239900,0.0,0.0,0.0
2015-03-19 00:00:00-04:00,97.75171630802619,98.02272465711673,97.56201322047426,97.69751739501953,273200,0.0,0.0,0.0
2015-03-20 00:00:00-04:00,98.11304327912931,98.71828735405111,98.1040078310182,98.25757598876953,338200,0.0,0.0,0.0
2015-03-23 00:00:00-04:00,98.32986195025133,98.73637447773216,98.28469848632812,98.28469848632812,252600,0.0,0.0,0.0
2015-03-24 00:00:00-04:00,98.4201774347213,98.62795138455206,97.9594729715778,98.013671875,330300,0.0,0.0,0.0
2015-03-25 00:00:00-04:00,98.00464193359808,98.0407768352523,95.3036217862024,95.32168579101562,352000,0.0,0.0,0.0
2015-03-26 00:00:00-04:00,94.75257467682599,95.7733597827668,94.25572840418403,95.38491821289062,411000,0.0,0.0,0.0
2015-03-27 00:00:00-04:00,95.35780105073539,95.8456117845457,94.93322465878792,95.6197738647461,263900,0.0,0.0,0.0
2015-03-30 00:00:00-04:00,96.2792427983946,96.78511763404924,96.19793754721998,96.70381927490234,445600,0.0,0.0,0.0
2015-03-31 00:00:00-04:00,96.40571112742113,99.2422354024977,95.76433213702128,96.22503662109375,1034300,0.0,0.0,0.0
2015-04-01 00:00:00-04:00,95.84561006988879,95.90884441062038,94.88805951251729,95.45716857910156,470000,0.0,0.0,0.0
2015-04-02 00:00:00-04:00,95.52947189298226,95.89984951298696,95.2765344412857,95.44817352294922,537900,0.0,0.0,0.0
2015-04-06 00:00:00-04:00,94.92422880072415,96.5141233414905,94.59902153283359,96.34249114990234,296300,0.0,0.0,0.0
2015-04-07 00:00:00-04:00,96.25214835127092,96.98386118975917,96.23407745361328,96.23407745361328,410600,0.0,0.0,0.0
2015-04-08 00:00:00-04:00,95.84561199463622,96.85736835868565,95.84561199463622,96.57733154296875,234800,0.0,0.0,0.0
2015-04-09 00:00:00-04:00,96.56829461637363,97.02900589648117,96.13468278356193,96.97480010986328,233100,0.0,0.0,0.0
2015-04-10 00:00:00-04:00,96.85739664451734,97.39940643310547,96.72189247436322,97.39940643310547,174700,0.0,0.0,0.0
2015-04-13 00:00:00-04:00,97.39939497490901,97.85107089426808,96.94771905554994,96.99288940429688,267600,0.0,0.0,0.0
2015-04-14 00:00:00-04:00,97.30904226586665,97.30904226586665,96.11661834608402,96.64056396484375,322900,0.0,0.0,0.0
2015-04-15 00:00:00-04:00,96.9296799998432,97.78786171070043,96.85741018005771,97.51685333251953,320000,0.0,0.0,0.0
2015-04-16 00:00:00-04:00,97.26389417681371,97.54393794305807,97.08322655964712,97.31809997558594,260800,0.0,0.0,0.0
2015-04-17 00:00:00-04:00,96.65864242521532,96.65864242521532,95.51138867378187,95.82756042480469,280400,0.0,0.0,0.0
2015-04-20 00:00:00-04:00,96.29729554707805,97.53488993053338,96.29729554707805,97.39035034179688,301700,0.0,0.0,0.0
2015-04-21 00:00:00-04:00,97.8781623366614,98.07690082763966,97.39938700404667,97.4716567993164,215500,0.0,0.0,0.0
2015-04-22 00:00:00-04:00,97.73364179283132,98.53762441212045,97.27293040572398,98.4111557006836,256900,0.0,0.0,0.0
2015-04-23 00:00:00-04:00,98.04981792977094,99.01640420559082,97.95044866750672,98.64602661132812,238500,0.0,0.0,0.0
2015-04-24 00:00:00-04:00,99.52227988849594,99.54937934351199,98.8176664899659,99.20610809326172,253400,0.0,0.0,0.0
2015-04-27 00:00:00-04:00,99.46807307254544,100.0010473575744,99.19706475986882,99.43193817138672,601000,0.0,0.0,0.0
2015-04-28 00:00:00-04:00,99.6397134948219,100.01008417572343,98.63699237302276,99.54034423828125,237700,0.0,0.0,0.0
2015-04-29 00:00:00-04:00,99.00736581479455,99.57648191667528,98.39308625360819,99.07963562011719,226900,0.0,0.0,0.0
2015-04-30 00:00:00-04:00,98.55569385963301,98.76346783534038,97.11936760384249,97.46263885498047,226700,0.0,0.0,0.0
2015-05-01 00:00:00-04:00,97.78782801178336,98.70924377441406,97.70652966156314,98.70924377441406,291100,0.0,0.0,0.0
2015-05-04 00:00:00-04:00,98.90800100658967,99.29644261264465,98.73636882625952,98.78153228759766,246800,0.0,0.0,0.0
2015-05-05 00:00:00-04:00,98.47437259260478,98.51953604323543,97.12837357211582,97.23677825927734,239200,0.0,0.0,0.0
2015-05-06 00:00:00-04:00,97.43553660062605,97.81494274498814,95.99920349407232,96.68575286865234,263300,0.0,0.0,0.0
2015-05-07 00:00:00-04:00,96.58637835684364,97.67943327066475,96.58637835684364,97.38133239746094,222800,0.0,0.0,0.0
2015-05-08 00:00:00-04:00,98.34790427270434,98.83571502872202,98.31176937684822,98.75440979003906,182400,0.0,0.0,0.0
2015-05-11 00:00:00-04:00,98.70020940950285,98.86281299239928,98.35693135004003,98.365966796875,458700,0.0,0.0,0.0
2015-05-12 00:00:00-04:00,97.87817367210783,98.25757980317312,97.01999215297998,97.85107421875,248200,0.0,0.0,0.0
2015-05-13 00:00:00-04:00,98.11305657890661,98.82670545181837,98.11305657890661,98.3208236694336,194200,0.0,0.0,0.0
2015-05-14 00:00:00-04:00,99.00736119088917,99.93781249187253,98.94412683719207,99.88361358642578,236800,0.0,0.0,0.0
2015-05-15 00:00:00-04:00,100.17270886205515,100.19980832098979,99.36872608419084,99.60359954833984,183200,0.0,0.0,0.0
2015-05-18 00:00:00-04:00,99.41387117574412,100.2991521054005,99.26933157545798,100.11848449707031,280700,0.0,0.0,0.0
2015-05-19 00:00:00-04:00,100.19977907647157,100.3985175733604,99.874571880113,99.99201202392578,249800,0.0,0.0,0.0
2015-05-20 00:00:00-04:00,100.0823380277932,100.47981499060549,99.60356271823841,99.96490478515625,206000,0.0,0.0,0.0
2015-05-21 00:00:00-04:00,99.82037857022372,100.44369354683504,99.68487441547853,100.30818939208984,236600,0.0,0.0,0.0
2015-05-22 00:00:00-04:00,100.19978260466225,100.58822416443333,100.19978260466225,100.34432220458984,189600,0.0,0.0,0.0
2015-05-26 00:00:00-04:00,100.00105542641077,100.17269449775694,98.55569372357743,98.95317077636719,291700,0.0,0.0,0.0
2015-05-27 00:00:00-04:00,99.2241867077764,100.76892479140083,99.12482432209812,100.6424560546875,291400,0.0,0.0,0.0
2015-05-28 00:00:00-04:00,100.5249995896422,100.67856776048089,100.2720621571954,100.5882339477539,198800,0.0,0.0,0.0
2015-05-29 00:00:00-04:00,100.49791388705708,100.58824771214525,99.60359730223479,99.89266967773438,238500,0.0,0.0,0.0
2015-06-01 00:00:00-04:00,100.2539615689243,100.50689890907461,99.48610721086365,100.19072723388672,786200,0.0,0.0,0.0
2015-06-02 00:00:00-04:00,100.055240824965,100.43464690233381,99.28739322304428,99.95587158203125,230100,0.0,0.0,0.0
2015-06-03 00:00:00-04:00,100.47079540473581,100.75986772549999,100.08235382758137,100.32625579833984,185200,0.0,0.0,0.0
2015-06-04 00:00:00-04:00,100.02812734974134,100.25396525346491,99.12477573484699,99.3867416381836,210700,0.0,0.0,0.0
2015-06-05 00:00:00-04:00,99.25124722326065,99.52224858019609,98.70923072533762,99.35061645507812,202800,0.0,0.0,0.0
2015-06-08 00:00:00-04:00,99.4590470730977,99.4590470730977,97.89625207867262,98.10401916503906,207500,0.0,0.0,0.0
2015-06-09 00:00:00-04:00,98.03173540532667,98.2214453504429,97.1103195914625,97.932373046875,250500,0.0,0.0,0.0
2015-06-10 00:00:00-04:00,98.31177388370124,99.65776607891875,98.24853953606086,99.41386413574219,252400,0.0,0.0,0.0
2015-06-11 00:00:00-04:00,99.63067668174588,99.98298335300886,99.32353346791054,99.43193817138672,181700,0.0,0.0,0.0
2015-06-12 00:00:00-04:00,98.85378875671945,99.09769071271212,98.5737519013154,98.7182846069336,185100,0.0,0.0,0.0
2015-06-15 00:00:00-04:00,97.99560955145449,98.26661096523954,97.2819607787071,98.17627716064453,254100,0.0,0.0,0.0
2015-06-16 00:00:00-04:00,98.32081863769325,98.97123311602437,98.05885264861422,98.79056549072266,331100,0.0,0.0,0.0
2015-06-17 00:00:00-04:00,98.90799728653337,99.26030397505018,98.4292218837812,98.93509674072266,473100,0.0,0.0,0.0
2015-06-18 00:00:00-04:00,98.90798597704821,99.92877791497735,98.90798597704821,99.76617431640625,306200,0.0,0.0,0.0
2015-06-19 00:00:00-04:00,99.79327885944859,99.87457721686877,99.02543117391625,99.04349517822266,201600,0.0,0.0,0.0
2015-06-22 00:00:00-04:00,99.77522007134296,100.00105805873127,99.49518317243056,99.70295715332031,191000,0.0,0.0,0.0
2015-06-23 00:00:00-04:00,99.99201451473031,99.99201451473031,99.42289846091249,99.75714111328125,201300,0.0,0.0,0.0
2015-06-24 00:00:00-04:00,99.5313153375107,99.99202674886813,99.17900863824568,99.20610809326172,218300,0.0,0.0,0.0
2015-06-25 00:00:00-04:00,99.58550443010375,99.67583823526125,98.80862130009959,98.96219635009766,264600,0.0,0.0,0.0
2015-06-26 00:00:00-04:00,98.64600996850476,98.87184790972572,97.65232440553794,98.00463104248047,239300,0.0,0.0,0.0
2015-06-29 00:00:00-04:00,97.07419782348491,97.39940507049384,95.69207046971113,95.77336883544922,329800,0.0,0.0,0.0
2015-06-30 00:00:00-04:00,96.53215223805573,96.53215223805573,95.61976519502294,95.96304321289062,260800,0.0,0.0,0.0
2015-07-01 00:00:00-04:00,96.92063737855723,97.35424248113057,96.08051973878895,96.47799682617188,323800,0.0,0.0,0.0
2015-07-02 00:00:00-04:00,96.67670601827257,96.85738051239522,96.14373176767204,96.55927276611328,233800,0.0,0.0,0.0
2015-07-06 00:00:00-04:00,95.84563242182713,96.59541613109,95.52946064443552,96.16180419921875,511400,0.0,0.0,0.0
2015-07-07 00:00:00-04:00,96.19792697877975,96.27923222102206,94.33702455889635,96.17986297607422,323700,0.0,0.0,0.0
2015-07-08 00:00:00-04:00,95.33976695515516,95.56560494579404,94.48157845551027,94.55384826660156,294400,0.0,0.0,0.0
2015-07-09 00:00:00-04:00,95.49330770759298,95.95401900594109,94.29184828838441,94.34605407714844,282200,0.0,0.0,0.0
2015-07-10 00:00:00-04:00,95.28556470357677,96.05341246643412,95.22233034409507,95.74626922607422,283900,0.0,0.0,0.0
2015-07-13 00:00:00-04:00,96.51413154546711,97.28198631616277,96.50510298705679,97.155517578125,276900,0.0,0.0,0.0
2015-07-14 00:00:00-04:00,97.21873092572541,97.8872093810998,97.21873092572541,97.62523651123047,233900,0.0,0.0,0.0
2015-07-15 00:00:00-04:00,97.7426622930734,98.00463514289362,97.38132708562357,97.65232849121094,205400,0.0,0.0,0.0
2015-07-16 00:00:00-04:00,98.23951715295046,98.7815269036646,98.17628279690094,98.77249145507812,206200,0.0,0.0,0.0
2015-07-17 00:00:00-04:00,99.56744930663699,100.18172888533627,99.38677478817945,100.13655853271484,226100,0.0,0.0,0.0
2015-07-20 00:00:00-04:00,100.54304222573772,100.93148371410196,100.17266473803001,100.57917022705078,377500,0.0,0.0,0.0
2015-07-21 00:00:00-04:00,100.49788745771852,100.68759050812352,100.01007666009396,100.10041046142578,288000,0.0,0.0,0.0
2015-07-22 00:00:00-04:00,99.10671834056575,99.10671834056575,97.81492507965379,98.69117736816406,306200,0.0,0.0,0.0
2015-07-23 00:00:00-04:00,98.96219385936692,99.46806866913889,98.27564455179969,98.51954650878906,243600,0.0,0.0,0.0
2015-07-24 00:00:00-04:00,99.07962013445098,99.07962013445098,97.71555706330177,97.84202575683594,244100,0.0,0.0,0.0
2015-07-27 00:00:00-04:00,97.34521980232066,97.51685200694143,96.6948052171513,96.84837341308594,300900,0.0,0.0,0.0
2015-07-28 00:00:00-04:00,97.38133412383812,98.0136776746051,96.59541551757533,97.823974609375,198200,0.0,0.0,0.0
